Site_Code,Country,City,Latitude,Longitude,Elevation_meters,Start_Year_local,Start_Month_local,Start_Day_local,Start_hour_local,End_Year_local,End_Month_local,End_Day_local,End_hour_local,Hours_sampled,Parameter_Code,Parameter_Name,Value,Units,Method_Code,Collection_Description,Analysis_Description,Conditions
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28101,Filter PM2.5 mass,40.17,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28101,Filter PM2.5 mass,55.46,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28101,Filter PM2.5 mass,36.72,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28101,Filter PM2.5 mass,51.11,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28101,Filter PM2.5 mass,56.43,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28101,Filter PM2.5 mass,53.21,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28101,Filter PM2.5 mass,36.01,Micrograms per cubic meter,112,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Gravimetric with equilibration to set temperature (20-25 degC) and humidity (30 - 40 %RH),Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28401,Sulfate PM2.5,6.01,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28401,Sulfate PM2.5,7.72,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28401,Sulfate PM2.5,4.85,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28401,Sulfate PM2.5,5.87,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28401,Sulfate PM2.5,7,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28401,Sulfate PM2.5,7.02,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28401,Sulfate PM2.5,5.6,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28402,Nitrate PM2.5,0.57,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28402,Nitrate PM2.5,0.5,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28402,Nitrate PM2.5,0.88,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28402,Nitrate PM2.5,2.21,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28402,Nitrate PM2.5,0.92,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28402,Nitrate PM2.5,0.58,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28402,Nitrate PM2.5,0.8,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28802,Ammonium PM2.5,0.78,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28802,Ammonium PM2.5,1.77,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28802,Ammonium PM2.5,0.65,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28802,Ammonium PM2.5,0.94,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28802,Ammonium PM2.5,1,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28802,Ammonium PM2.5,1.31,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28802,Ammonium PM2.5,1.14,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28201,Equivalent BC PM2.5,3.6,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28201,Equivalent BC PM2.5,14.1,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28201,Equivalent BC PM2.5,4.9,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28201,Equivalent BC PM2.5,9.4,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28201,Equivalent BC PM2.5,4.6,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28201,Equivalent BC PM2.5,4.5,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28201,Equivalent BC PM2.5,9.7,Micrograms per cubic meter,212,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Smoke Stain Reflectometer,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28801,Sodium PM2.5,0.46,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28801,Sodium PM2.5,0.45,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28801,Sodium PM2.5,0.41,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28801,Sodium PM2.5,0.6,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28801,Sodium PM2.5,0.47,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28801,Sodium PM2.5,0.4,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28801,Sodium PM2.5,0.56,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28403,Phosphate PM2.5,0.19,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28403,Phosphate PM2.5,0.89,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28403,Phosphate PM2.5,0.6,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28403,Phosphate PM2.5,0.28,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28403,Phosphate PM2.5,0.58,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28403,Phosphate PM2.5,0.59,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28403,Phosphate PM2.5,1.36,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28404,Nirite PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28405,Bromide PM2.5,0,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28803,Potassium PM2.5,0.86,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28803,Potassium PM2.5,1.21,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28803,Potassium PM2.5,0.87,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28803,Potassium PM2.5,1.04,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28803,Potassium PM2.5,1.17,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28803,Potassium PM2.5,0.84,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28803,Potassium PM2.5,0.68,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28804,Magnesium PM2.5,0.06,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28804,Magnesium PM2.5,0.06,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28804,Magnesium PM2.5,0.07,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28804,Magnesium PM2.5,0.07,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28804,Magnesium PM2.5,0.07,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28804,Magnesium PM2.5,0.06,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28804,Magnesium PM2.5,0.08,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28805,Calcium PM2.5,1.34,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28805,Calcium PM2.5,0.86,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28805,Calcium PM2.5,1.13,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28805,Calcium PM2.5,2.14,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28805,Calcium PM2.5,0.92,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28805,Calcium PM2.5,0.7,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28805,Calcium PM2.5,0.83,Micrograms per cubic meter,312,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,Ion Chromatography,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28901,Lithium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28901,Lithium PM2.5,0.0008,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,5,9,2015,5,14,9,24,28804,Magnesium PM2.5,0.013,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,14,9,2015,5,23,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,5,23,9,2015,6,1,9,24,28804,Magnesium PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,3,30,9,2015,4,8,9,24,28902,Aluminum PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,8,9,2015,4,17,9,24,28902,Aluminum PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,17,9,2015,4,26,9,24,28902,Aluminum PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
BDDU,Bangladesh,Dhaka,23.7284,90.3982,34,2015,4,26,9,2015,5,5,9,24,28902,Aluminum PM2.5,0,Micrograms per cubic meter,412,AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS,Ambient local
